subjID,P0_Q1,P0_Q2,P0_Q3,P0_Q4,P0_Q5,strategies
s372,6,6,5,6,5,I tried to help the student get as many points as possible in a chosen path
s373,6,5,5,5,1,I really just tried to pick the path that had the most points along the way.
s374,5,7,7,5,1,"Used what the student already knew and made choices that would lead to a higher total, but also made sure the paths were the most probable after revealing the new path. "
s375,6,6,4,5,4,adding the path scores
s376,4,7,7,5,1,I chose the nodes with the highest values
s377,4,7,6,4,2,Tried to imagine why the student took the path that he did. 
s378,2,7,7,6,1,the highest yielding path
s379,5,7,6,5,1,The most points available.
s380,2,6,6,2,1,no specific strategy
s381,2,7,4,2,1,I tried to impact their first move so it would impact the rest of their moves
s382,4,5,7,4,3,the path with the most points
s383,2,5,6,4,2,I picked the path with the highest possible number of points to be earned.
s384,2,7,5,3,1,Trying to maximize total points rather than just choosing +3 whenever available. Sometimes avoiding a +2 to get a +3 would mean a total of +3 when you can connect two +2 for a total of +4 at the end 
s385,5,6,4,5,2,high points but still on track
s386,5,4,6,6,3,Just estimating with some quick mental math
s387,4,7,5,5,1,"I used what the student already knew and based my teachings on that. If the student chose the lowest option, they most likely didn't know the other paths so I would help them like that."
s388,5,6,5,6,5,I tried to get the most points.
s389,6,4,3,6,6,THE ONE THAT WOULD NET THE MOST POINTS
s390,7,2,3,7,6,Connecting downward lines that would connect with largest values.
s392,4,7,4,7,1,I tried to choose the option that would allow the most points
s393,4,5,5,5,4,"get most points, do not assume student can see all paths"
s394,3,4,6,6,3,how to show the maximum point path
s395,5,7,6,7,1,I shifted the students' paths to where they could accumulate the most points by the end.
s396,5,7,6,6,2,"Mostly I tried to pick the improvements that seemed guaranteed. Like just changing a path I was close to certain the student would be able to follow, even if the improvement was a single point."
s397,4,7,6,4,1,connecting the biggest point circles
s398,6,5,4,6,4,tried to get the most points
s399,4,7,5,6,5,choosing high-value pathways
s400,6,4,3,6,5,I plotted out the best path and tried to figure out the reasons for the deviations from that
s401,2,7,7,7,1,Finding paths that had the largest numbers
s402,3,5,4,3,1,Whatever gives the most points
s404,7,4,5,4,6,path with most points
s405,5,4,6,4,3,tried to add up the path possibility that gave the most points
s406,3,4,4,6,5,"Tried to build on what the student already knew, when possible"
s407,5,6,5,6,1,I just tried to get the most points for the student and follow instructions.
s408,6,6,6,6,3,added
s409,5,6,5,5,1,Tried to pick one that would increase their points the most.
s410,6,6,4,6,4,"It was hard, I tried to imagine how i could most immediately help the student, in case they could barely see any of the paths."
s411,5,7,7,5,1,I just selected the path that seemed to have the most points if the student moved that way from their current path. 
s412,2,6,7,1,1,Maximize points along the path.
s413,3,5,5,4,4,connect highest points together
s414,6,5,6,7,3,I tried to choose the path that could potentially increase the total points the most.
s415,3,3,4,7,4,choose the path that accumulated the most points
s416,2,6,6,3,1,I chose the direct path that would add the most points.
s417,4,7,6,4,1,I tried to use the path to the most points.
s418,4,5,4,6,5,Chose the path to highest points
s419,1,7,7,2,1,Chose the paths with most points in total
s420,4,6,7,7,4,Maximize Points
s421,4,7,7,5,1,Making sure that the path I revealed would add at least one additional point or the student.
s422,1,7,7,1,1,followed the lines to the most points
s423,5,7,5,6,1,Depended on the student but what appeared to be the most points
s424,6,5,7,6,5,most points path
s425,4,2,2,4,5,"Tbh, i misread the directions and didn't fully understand until playing it a bit more. I tried to look at optimal path and the difference between that and the students. "
s426,4,6,6,5,4,Which path gives the most points and where it looks easiest to show the student the path.
s427,5,7,5,6,5,I just tried to think carefully and choose the path that gives the student the most points.
s428,1,7,7,4,1,Choosing the one that led to the most points
s429,5,7,6,5,1,"After a while I started to look at even if the student didn't take the full path to the most points, if they only took the new path pointed out they would still gain points."
s430,7,7,3,5,5,"I tried to reason as best I could, but found the logic of which edge to choose kind of mystifying."
s431,5,7,7,7,1,I just did what the rules said.
s432,4,6,4,4,1,I chose to select the paths with the highest points.
s433,6,4,5,5,5,Focused on the red 3 point nodes and how to get to them
s434,6,7,4,5,1,I just tried to maximize points
s435,5,4,5,4,3,I tried to maximize the amount of points
s436,4,3,4,4,4,Most valuable node.
s437,3,6,6,4,1,look for suboptimal paths
s438,5,7,7,6,2,I tried to connect the two highest amouts so he would know wich path to take to get the two highest amounts.
s439,4,4,4,3,5,Which ever would get the most points.
s440,5,6,4,5,2,Just went with what looked right
s441,2,6,6,2,1,I attempted to direct the student to the route that would lead to the most points
s442,3,5,5,5,2,Tried to pick the path that would allow them to add more points near the beginning.
s443,2,5,6,2,1,Chose the path which could collect the most points.
s444,5,7,5,7,6,the biggest points
s445,5,4,4,5,2,"I thought to at least pick an edge that the student was guaranteed to take, or one that would lead to the best options."
s446,6,3,5,7,5,The path that gave the highest average yield in points at the end
s447,6,6,4,6,5,I find a possible teaching path from the bottom to the top.
s448,4,5,7,5,1,I tried to find the one that would result in the most points for the student
s449,3,7,6,4,1,I chose the paths to the largest number of points
s450,6,4,5,6,5,"Pick path that connects to highest value node at first, for last few I tried to see which paths could guarantee a point gain even if it didn't conenect to highest value node"
s451,5,6,5,5,1,I tried to either connect the path with the most points or lead a path to the most points if they were not directly connected.
s452,5,6,5,6,3,I chose the last path that had the most points if possible.
s453,5,7,6,4,1,Tried to look for guaranteed paths they'd missed.
s454,5,6,5,4,3,Choosing paths that added points while also not seeming like duplicate information
s455,7,6,4,7,5,I tried to choose the path that would add up to more than the existing path but close to what the student had done before.
s456,2,4,4,2,1,Looking for most points.
s457,2,6,6,4,1,I tried to get the student to earn the most points. 
s458,5,3,5,4,2,Highest points added
s459,6,4,3,5,2,"I may have misunderstood the instructions, but I tried to choose the paths I thought would be optimal for the student based on what I thought they didn't know. I don't think I made the best choices, but did my best on what path I thought I should highlight. "
s460,5,6,6,5,1,I always tried to link the highest scoring nodes. 
s461,4,2,7,4,5,just getting most points
s462,4,7,7,4,2,I went for the largest numbers
s463,5,7,6,6,4,I chose the edges with the highest possible outcomes.
s464,5,5,5,6,4,trying to get them to the most points
s465,4,4,4,4,4,I looked top down and thought about the alternatives second
s466,5,5,5,3,2,I tried to pick the ones that would add up to the most points
s467,7,7,5,6,6,Tried to take into account the path the student already knew and give them the best possible option given their knowledge.
s468,6,3,4,7,5,I chose the path that was closest to the threes.
s469,4,6,6,5,2,I compared all of my options based on their value and then chose the ones that would equal the largest value altogther.
s470,2,6,7,2,1,I counted how many the student had and then I traced the possible paths that gave the most points on a line I chose to select.
s472,4,6,4,5,3,"Since there was information I couldn't know, I simply quickly added up the points for the best path and tried to steer them in that direction."
s473,5,7,5,7,5,I tried to pick things further down the path that could possibly imply taking certain paths earlier in the chain on the off-chance that those paths are available to the user.
s475,4,6,5,5,2,Divert toward highest points
s476,3,7,6,4,2,"I'm not sure of the strategy, I tried to think did at times did they not have a connection in the beginning"
s477,5,6,5,6,2,I looked at what it would really reveal to the student and tried to maximize their points
s478,3,7,5,6,2,
s479,5,6,5,5,2,I tried to choose the path with the most points that the student ignored.
s480,1,3,4,4,4,what looked best
s481,5,6,4,6,6,tried to use logic
s482,5,5,6,5,4,highest points
s483,2,7,7,3,1,"It really only mattered what happened in the last choice, so I went with the highest number at the bottom."
s484,5,6,5,4,2,"I tried to show the path would lead to the most points, while also trying to balance what my expectations were of the student's movements, based on the limited information they had. For example, some paths would ultimately have more points if taken, but it's not obvious the path would because the start of the path gives less points."
s485,2,6,7,3,1,looked for most points overall
s486,3,7,7,5,2,picking the edge near the most points
s487,5,7,7,5,2,"I tried to note a place where the student chose a lower point node, then direct them to a higher point node."
s488,4,4,6,4,2,I tried to pick the earliest path that gave the possibility for most points.
s489,4,6,6,3,2,Picked what path lead to a plus 3
s491,5,3,4,5,5,I chose edges that led to good point outcomes.
s492,6,5,5,7,5,highest points
s493,5,6,4,4,2,Compare the odds of the parent value not having any connections to its child values to the odds of the parent not being connected
s494,2,3,4,5,3,I tried to incorporate the highest numbers.
s495,3,5,4,5,2,"At first I chose to unblock one path that would lead to maximum point gain. Then I realised that if I did that I might reveal a path that leads to nothing. So I decided to open a path that would at least get a higher number of points, not trying to maximize it."
s496,4,7,6,5,1,Tried to stay near the path the student took to avoid any wrong turns by the student
s497,3,3,4,3,3,Going for most points
s498,5,4,4,5,5,"I tried to lead the student to as many 3s as possible, then 2s"
s499,2,7,7,3,1,Look at the options and always make sure the path you reveal will never equal less than the number of points the student already has
s500,5,7,7,4,1,try to select the path that would give the most points
s501,2,5,5,2,2,Just joined the highest combos
s502,5,6,4,4,3,"Teach path to make most points, hope they can get there"
s503,6,7,7,7,1,"I just follow instructions, apply them and give my best."
s504,6,7,4,5,3,hard to describe
s505,3,7,5,4,1,Choosing a path that will increase the student's points
s506,5,7,4,5,4,I tried to chose the path with a higher sum than the previously selected path
s507,6,5,6,6,4,Most points and how I would feel in the student's shoes.
s508,7,7,5,6,3,looked to increase points by at least 1
s509,3,6,5,5,2,Linking together the higher dollar amounts and what I thought was the highest possible earner to follow.
s510,4,4,4,4,4,More points possible
s511,5,5,4,5,1,I was trying to aim for highest numbers.
s512,6,7,6,5,2,"Greedy algorithm, tried to connect largest nodes"
s513,3,6,6,3,4,i chose the one with the biggest number each time 
s514,3,7,7,4,2,"Try to follow the student's path and ""create a path"" in front of them, that can possibly lead to the highest sum of numbers"
s515,2,5,5,5,2,Trying to get as many of the larger numbers as possible
s516,6,4,5,6,4,"I mostly focus on the numbers, making sure I was picking the path that added up to the highest possible numbers."
s517,4,6,6,5,2,math
s518,3,5,3,5,3,"Try to teach the student a beginning path that would best lead to the most points, if the student is already on a good beginning path, teach them a path to an ending with the most points"
s519,2,6,6,2,1,Acquiring the most points in the shortest didtance.
s520,1,4,4,2,1,imagine which path would lead the student to follow the higher points
s521,6,4,5,6,3,I think choosing the best initial path was the best idea
s522,4,3,4,5,1,
s523,3,7,6,5,1,maximizing the students points
s524,5,2,3,5,4,I tried to add a path that would help get through the highest point value possible.
s525,5,3,5,5,3,most points
s526,2,3,5,5,3,"I thought to myself, why didnt the student go this way. and then what i picked the path i assumed the student wouldve taken IF they had that path available. "
s527,2,6,7,7,1,I tried to lead the student along the path with the largest amount of points.
s528,5,2,4,5,4,I went through the student's steps to understand what path's they didn't know and then selected one with better odds of higher points. 
s529,4,7,5,7,1,trying to figure out how to connect to the next highest number
s530,5,7,6,6,1,tried to get the highest total
s531,2,6,6,2,2,I tried to obtain the most points
s532,5,6,6,7,2,following largest number
s533,2,6,4,6,1,"I chose the path that have the most points. Sometimes the path could go 2,2,3 and not 3 all the time. "
s534,6,5,5,7,5,I tried to find the highest value to get the student the most points
s535,6,5,6,4,2,Maximizing points
s536,4,7,6,6,1,I looked to get him on the highest possible path as early in the decision as possible.
s537,5,7,5,5,2,I just looked to see the best way to show the student for the most points. Ithen looked to see which edge maybe they didn't see.
s538,1,7,4,1,1,I tried showing connections between largest nodes or connections off the student's original path to show an alternative way to move down to the end.
s539,7,6,5,7,7,Most points always
s540,7,6,5,6,3,I looked for the highest increase of points with the smallest edge change
s541,5,6,6,6,2,2
s542,5,7,6,5,1,path that follows maximum points
s543,3,2,3,3,4,Tried to connect nodes with the highest value
s544,6,7,5,7,5,"If there was an obvious increase that was easy I would show that, otherwise I would try and point them towards a path that would give more"
s545,5,6,6,5,1,I chose the one I felt would give the most points. 
s546,5,4,3,5,4,finding the highest number 
s547,5,6,2,4,6,Tried to pick what would lead to most points. 
s548,2,1,4,4,5,Give them something to definitely increase points
s549,2,7,7,4,1,I tried to make sure I led the student to as many three and two pointers as possible.
s550,5,2,6,5,3,
s551,4,7,6,7,1,I tried to reveal the path that would offer the highest point value for the student.  I would try to decide which would be the easiest path for the student to take to earn maximum points.
s552,4,6,6,3,2,Find the paths that offered the most points
s553,5,7,7,7,4,Adding up all possible paths to find the best path
s554,2,4,7,6,2,I counted the highest and took that route
s555,4,7,6,7,2,Added up the numbers and then tried to find a path to the best outcome.
s557,3,6,6,3,1,"Look for the 3's, or highest number in each row."
s558,4,5,5,5,3,I tried to give the path that awarded extra points.
s559,5,6,6,5,5,"Choosing the path with the greater number associated with it. If there was a path that led from a smaller number to a greater number, I chose that path to suggest to the student."
s560,7,1,2,7,6,I tried to help the student get the most points but im not sure I did
s561,5,3,6,4,2,earliest possible point from which to earn a higher score
s562,6,6,5,6,5,"My strategy changed a little during the task, but it mostly involved trying to reveal paths to and from the 3 point areas. However, I realized that this might not always be helpful, so I switched to a more conservative strategy that involved small gains at some point - not sure if this was ideal or not, as the task timer made everything a little stressful. "
s563,6,6,5,6,5,I looked for the options to get the most points
s564,5,7,6,6,2,"I tried to look at the best possible outcome, the known paths based on choices and the current path score to determine which path added could have the most impact."
s565,4,6,6,6,3,I did the math but also thought about which way they could go other than the path they first chose
s566,5,6,7,3,3,Looking at the bigger numbers and finding the best path to those numbers if there was one
s567,4,6,5,5,1,"always choose one that guaranteed an increase first, barring a clear solution choose a path with the greatest odds to have an edge connecting to the end"
s568,1,7,7,7,1,think as if i was the student
s569,3,7,7,5,1,"I always went for the highest possible points. When two options were available with a shared max point outcome, I selected the route that required the small change from the student previous path taken. "
s570,6,7,6,7,2,"I picked a step to teach which was similar to the path and mostly required a small change only. Usually, it was in the final step because the rest of the path is already clear so teaching a better path for the last step ensured an increase in points."
s571,4,7,5,5,3,I was trying to see through the students' eyes.
s572,4,4,4,7,4,maximize pints
s573,5,7,5,6,3,To select ythe ones I was SURE would get the student extra points.
s574,3,7,6,3,4,end path with highest points.
s575,6,7,6,7,1,I looked at the path that had the most points and ignored the least points
s576,5,2,1,5,6,"I didn't completely understand what I was doing, so I didn't actually have a strategy."
s577,4,3,3,5,4,whichever path earns the most points
s578,6,7,6,6,2,watching for the highesst score pattern
s579,6,4,3,5,5,when choosing a path I looked for the pattern that gave me the most total
s580,5,6,5,6,4,Most points
s581,1,7,7,1,1,i chose the line in between the largest points
s582,6,5,6,6,5,i looked at the best way to maximize what i would show the student to get the most points
s583,1,7,7,4,2,I just did as it was instructed an chose the highest numbers along the path.
s584,6,3,2,6,7,The path with the most points
s585,5,6,7,5,2,i chose based on highest estimated points
s586,5,5,4,6,5,Kind of changed in the middle; tried to direct them to make the best choice at the end instead of the beginning.
s587,6,7,6,6,1,"I generally tried to reveal connections that would result in the highest possible amount of points. Similarly, when asked to reveal a single edge, I  generally chose a connection between the two largest point nodes to encourage the student to go in that direction."
s588,1,7,7,1,1,I just did my best to help the student and tried not to overthink it.
s589,2,7,7,5,1,I tried revealing a path that linked the two best points.
s591,2,7,7,3,1,I tried to make choices that would gain the most points for the student.
s592,4,5,4,5,3,I chose the path with a guaranteed increase in points first
s593,2,6,6,1,1,i just made sure they were getting more points than they had
s594,7,7,2,6,6,I just tried to focus on the nodes that offered the highest numbers of points.
s595,6,5,5,6,3,"define full path for 3, any improvement at all for 1 path"
s596,4,4,4,4,4,
s597,4,6,4,3,1,I just followed the rules
s598,4,7,6,5,1,prioritizing changes that can be made at the bottom to make a greater total
s599,6,3,5,6,6,allowing the best overall path
s600,6,5,6,6,1,i tried to get the student the most points they could get for their desired path
s601,6,7,5,6,1,"I tried to pick an edge that would lead to a higher # of points than their own chosen path. If they chose my edge, no matter what edge they chose next, it would lead to higher points than the first path they chose!"
s602,3,7,6,4,2,"Often there was one obvious choice, so I chose that. When it was more complicated, I just tried to choose what I thought was best and would likely increase their score. No set strategy was used"
s603,7,4,5,7,2,Whatever gave the most points
s604,3,6,6,3,4,The path that lead to the highest number.
s605,1,7,7,1,1,??? Increase the end point total
s606,7,7,6,7,5,I tried to show what was easiest to understand for the student so they would get the most points
s607,6,4,7,5,2,imagine which paths the learner might not know
s608,5,7,6,3,2,I tried to choose which path would yield the most points
s609,5,7,6,6,2,I just went for the highest point value. 
s610,6,5,5,6,4,Looking at higher numbers and trying see if good path to it.
s611,4,7,6,2,3,shortest distance to get the highest points
s612,6,6,5,6,4,Choose the one that would give the most definitive reward; otherwise choose the one would give the highest reward.
s613,5,4,3,7,5,Whichever was connected to the highest value
s614,2,7,7,7,1,Connecting the two dots with the highest points or path to the highest points.
s615,7,7,7,6,1,Tried to add up the max points each path could potentially add up to
s616,1,7,7,7,1,To look at the numbers in the pathway before hand and calculate if it was the best way to get the most possible points
s617,5,4,5,3,5,One that allotted the most points
s618,4,7,5,6,2,Considered steps where the student took a path to a point with fewer points
s619,3,7,5,3,2,Picking paths worth the most points
s620,4,7,7,4,2,"None really, i did the quick math in my head to figure the best path"
s621,2,7,5,4,2,Tried to highlight the one that would lead to the most points
s622,3,6,5,4,1,Try to get them to the path of +3 points
s623,6,5,4,6,5,"tried to point out the paths between the largest points, but sometimes when their previous path was close i chose paths closer to their old path"
s624,3,7,6,5,3,Making sure the final path lead to the highest number
s625,4,5,4,4,2,I tried to make sure they could get at least one of the largest nodes
s626,5,5,5,5,4,"Highest points, shortest path"
s627,5,7,6,5,2,i provided the highest points possible route
s628,3,7,7,4,1,looked for the most points per intersection
s629,5,2,4,5,4,Common sense
s630,6,7,6,7,3,I tried to choose the path that was most evident that would get to the higher bonuses of 3 points when their previous edges told where they could go. If I couldn't guess all the edges I knew I tried to maximize based on known edges from the previous answer.
s631,4,4,5,5,3,Looked for the option that gave the student more points. 
s632,4,7,6,4,1,I picked the most accurate route that could give the students a higher point routine.
s633,1,4,5,2,3,"I wanted to show them the way to get the a high number, not necessarily always the next step they would be taking"
s634,6,2,3,6,4,I used the instructions.
s636,2,7,5,1,1,Attempted to make the most high value nodes accessible
s637,5,7,7,5,2,I tried to get the most amount of points possible.
s638,5,7,7,7,1,If I was a student and given a clue to take a path- how would I put the puzzle together.
s639,6,7,5,6,4,"Single path, just the easiest one that would get 1 extra point."
s640,4,6,5,6,6,i based it on both what the student already chose and what was closest on the path to change. Sometimes you have to opt for one smaller on the path to a larger node.
s641,3,5,5,6,7,Best path
s642,4,7,4,5,1,I looked at the numbers and tried to quickly determine which path would give the student the most points.
s643,5,3,4,4,5,I looked at what the max point path was
s644,2,6,6,5,1,I looked for the edge that gave the most points.
s645,1,7,6,2,1,I look at the path they chose and then tried to pick the highest point area based on that because I knew that they knew where they could go already.
s646,7,2,7,7,1,"I picked the ones with the most points and the best one for the student, as I was instructed to."
s647,3,7,6,4,2,I was just trying to give them the best chance for the most points.
s648,2,7,6,3,1,I looked for the path that would lead them to the most amount of points.
s649,6,2,3,4,6,I became less certain as the task went on...
s650,6,7,4,5,2,I tried to show them the most amount of points possible
s651,3,7,6,4,2,Highest values
s652,5,3,3,4,3,choose the one with highest values
s653,3,4,6,3,2,I chose the edge with the highest combined points.
s654,5,4,5,5,4,"My goal was to earn the most points, but with the time constraint I took any improvement as the baseline. Sometimes that meant focusing on just a single point of improvement. "
s655,5,7,7,5,3,The highest point path
s656,3,6,6,3,2,trying to get the student the highest number of points 
s657,3,7,7,3,1,i tried to link the 3s whenever possible.
s658,6,5,5,6,4,"I chose what would open up the most points and if I could only choose one, which path would be obvious to the student."
s659,4,3,5,5,3,Choosing the path that would give the most points. 
s660,3,6,7,5,1,I was trying to see which path could lead to the most possible points down the line
s661,5,4,5,6,5,look for the path to stir them in the right path to get at least the same or more points
s662,6,5,4,5,3,Getting the most points
s663,2,7,7,3,1,Optimizing the potential max points
s664,6,7,5,5,2,choose the second path with the most point
s665,5,7,7,4,1,Picking the best starting point to achieve the most points
s666,5,6,7,5,2,choosing the largest numbers
s667,5,4,5,5,3,I tried to choose the path that would maximize the number of points earned. I tried to choose the edge that would lead the student on the path that produced the most points.
s668,5,4,3,5,5,attempting to amass the most points
s669,2,7,7,2,1,"adding up all possible paths, trying to find out which paths the student was aware of"
s670,5,7,4,6,6,Looked at the student's chosen path and looked around those nodes to see earning potential that could be unlocked 1 line away. When I couldn't find a direct link I just looked for the biggest earning potential and hoped by revealing it I would help the student get it.
s671,3,7,4,4,1,look at sequential decisions from the students perspective
s672,2,7,7,1,1,choose the path with the most points. 
s673,5,6,6,5,1,I was doing quick math in my head to see the highest number I could get
s674,2,4,6,4,1,I forgot that they couldn't go up so I think I messed up a lot of them until the end. Otherwise it didn't really feel like there were many options that were correct
s675,5,4,5,3,4,positive outcomes
s676,3,7,7,5,1,counting the max points available 
s677,5,7,4,7,3,To earn the student more points even if it was one point 
s678,6,7,6,7,5,I tried to find the best path by comparing the results of different paths against each other.
s679,6,6,5,5,3,I was trying to do addition as fast as possible in my head 
s680,1,7,6,5,1,looking at the values
s681,6,7,7,6,1,addition of the number and routes to see which was best
s682,4,5,5,4,2,trying to maximize points
s683,3,6,7,6,2,trying to get the highest numbers
s684,6,5,5,6,2,Simply tried to choose the most logical path that would lead to a higher score for the student. 
s685,5,4,6,6,3,Just estimating with some quick mental math
s686,4,6,4,3,2,"I attempted to guide the student toward a path where, regardless of the subsequent routes they took, they would receive either the maximum points available or a substantial amount."
s687,4,7,6,4,1,Looked for a path to the +3 points
s688,2,5,5,7,1,I tried to choose a path between the highest amounts
s689,5,6,5,5,6,pick a clearly unknown path that leads into a region of high scores
s690,5,5,6,5,3,to reveal the path  with the possibility of getting most points
s691,5,4,5,5,4,Select the larger products
s692,6,5,4,5,5,Either showing later paths down the line implied that there was a way to reach them- or a direct path on the student's already made line
s693,4,6,4,6,3,Choose the fastest path the most amount of money
s694,4,6,5,6,1,following the most points
s695,6,7,7,6,3,I chose the paths that lead to the most points
s696,7,2,2,6,7,path to most points
s697,4,7,6,7,1,I chose the numbers that were the highest and any numbers that were as high as the next point connecting each other.
s698,1,6,5,2,2,The largest sum of numbers...pretty simple really...not sure what else is there?
s699,5,7,4,6,5,"I guess I was trying to employ the path of least resistance and most points? I was a bit caught up in the confusion of making a ""bad"" choice.. and my confidence suffered as well as, likely, my performance"
s700,3,5,7,2,1,The path with the most points 
s701,6,7,5,7,2,I generally picked the paths that were closer to the top and hoped that the students would have the lower ones. 
s702,5,5,5,3,3,select maximum points
s703,5,7,6,5,1,"I chose a path that would not drastically deviate from the original path.  When there were two paths, I usually chose the one closer to the student to reveal, thinking that perhaps the student hadn't even explored an entire path, if their first destination on their path wasn't the highest-paying option. "
s704,4,7,5,5,1,Tried to pick the single best connector
s705,5,6,7,5,2,"I tried to pick a path that was most likely to get the student points. At first, I was choosing paths that branched directly from the students path, but eventually, and it took me a while, I realized that if I showed an unconnected path that would benefit the student more, that was even better."
s706,5,6,5,3,4,trying to figure out which path would increase the students score the most
s707,5,5,6,5,1,"I calculated the path that would guarantee the most possible point, then select the root to teach"
s708,2,6,7,5,1,Choosing the path that accumulated the most points.
s709,5,6,4,5,6,I usually went with the sage option of revealing a path at the end which guaranteed a small increase in points
s710,3,7,4,5,2,Trying to score the highest points
s711,6,7,7,4,3,
s712,7,2,2,7,5,"I tried to understand what the student must have known in order for them to select the shapes they did, and tried to guess what the best option for them would be."
s713,4,6,5,5,3,Trying to direct the student to the path that would get the most points. 
s714,4,5,5,5,1,most points
s715,5,5,7,5,4,I used common sense
s716,3,2,2,3,1,"I favored paths that were closer to the end of the graph, minimizing the potential for multiple unknown paths. . "
s717,5,,6,5,2,"The more guaranteed option to get more points, even if just 1 extra point."
s718,7,7,7,1,1,the maximum possible outcome
s719,2,6,4,4,1,Connecting the largest numbers
s720,3,6,3,5,6,idk
s721,5,7,5,5,2,Assess current score and known route and see if I could be assured to increase the score
s722,4,7,5,4,2,I tried to see what edges the student likely didn't know based on the fact that they always chose the best path they could with what they knew.
s723,5,5,5,5,2,I tried to make sure I was putting the attention on the higher numbers.
s724,3,5,6,3,2,Try to map out the best way to get the student the most points
s725,5,2,2,1,4,largest numbers
s726,5,4,5,5,4,What would lead to the most points
s727,3,7,5,5,2,I tried to give the student the best starting point. 
s728,2,3,3,3,2,most points
s729,5,7,5,7,1,"Strategy was looking at what can generate the most points, they I thought logically if I revealed a path that wasn't clear on how to get there, would a student assume or understand once I reveal a path that there is an opening for them to take. "
s730,5,7,6,6,4,I tried to prioritize definite gains and maximize the highest probability ones
s731,4,3,5,4,2,whichever path that lead to the highest points
s732,3,6,6,4,1,selected path connection with most points
s733,6,6,4,7,1,I tried to pick paths that guaranteed more points but also weren't too risky.
s734,4,2,3,5,4,I tried to play out every scenario in my head and also set the student up for choosing the right path from the start.
s735,2,5,5,4,4,picking the largest numbers
s736,7,5,5,7,5,tried to find largest path
s737,6,4,4,5,3,
s738,7,7,6,6,5,I tried to go over each step methodically and make a logical decision that would yield the most points.
s739,5,7,6,5,1,"I tried to connect the largest numbers together. I figured if I showed a partial path with the most points, that the student would find a path to navigate there."
s740,6,4,4,5,2,Figuring out what totalled the most amount of points for the student.
s741,3,7,7,3,1,Tried to focus on the bigger numbers.
s742,1,7,6,1,1,"I assumed they did not have many other options then what they chose, so I made a path clear they they could get to from what they had already selected."
s743,5,7,6,7,1,Find the most points
s744,6,5,2,6,6,connect to the 2 or 3
s745,5,7,7,4,1,
s746,5,7,5,6,5,I looked at the biggest numbers and made my path as easy as possible to get that and anything extra.
s747,5,7,5,4,3,Selecting path with most pints
s748,7,6,7,4,1,I tried to calculate the total points and find the best path based on what the student already scored
s749,4,7,7,4,4,simplest
s750,5,4,4,5,4,I tried to make paths that would end up with the highest number of points. I connected the potential line that would be made in its entirety and picked the one that would have the highest points when executing the task.
s751,2,7,6,1,1,I added up how many points they student could get if they started at the path I directed them on.
s752,6,3,2,5,6,"Guaranteed points, unless there was no sizable difference, then I would choose a path that could give me the most points even if it was not a sure thing"
s753,5,6,6,4,3,adding numbers to find the highest sum 
s754,6,7,5,5,2,Tried to help student achieve the highest amount of points.
s755,5,7,6,6,1,"I tried to guide the student to get the highest score, sometimes tough when having to place three path markers down."
s757,4,6,6,3,3,I tried to envision the pathways the students inevitably had to take to understand the possible outcomes of each of the new pathways.
s758,3,7,6,4,2,"usually tried to direct to a +3, or get the most points"
s759,5,6,4,6,6,I chose randomly along the path that would collect the most points
s760,6,6,6,6,7,I tried to quickly calculate the easiest path with the most points for the student and build upon the knowledge/paths the student already had.
s761,4,4,4,4,4,points
s762,4,6,4,4,1,"I figured to show them the best starting path, because I wasn't sure if they could connect to the later ones."
s763,5,7,4,5,1,I tried to consider whether it would be more effective to teach based on the path already taken or to introduce a new path. I considered the outcomes with mental math as best as I could in the short time to make these decisions.
s764,4,5,4,7,4,Try to do what makes the most sense.
s765,3,3,5,2,2,Looking at which path would yield the 2/3 point paths
s766,5,3,4,5,5,Tried to get the most points
s767,6,7,5,7,1,tried to maximize the chance the student could use the path
